16951,180,9042,204.24315,-25.183647,77.05615
16951,3,185,212.69806,-42.89516,602.33435
16951,176,8804,158.93138,29.890852,829.6006
16975,275,13779,57.109615,74.30621,523.0599
16978,342,17123,47.776806,62.79368,841.6421
16978,504,25249,41.69311,104.71298,435.43564
16946,17,879,131.28334,-14.129916,946.53766
16949,102,5125,200.65482,88.62319,680.8293
16949,252,12629,35.012844,-89.1939,978.41437
16919,242,12127,123.02702,102.87061,889.8074
16919,229,11480,59.927967,0.74732363,586.78784
16919,473,23655,109.69093,-42.908398,210.32497
16919,44,2214,43.622913,-5.866008,103.44984
16965,241,12100,221.83566,38.35556,764.9735
16965,338,16908,212.52487,-120.2976,905.2786
16965,323,16173,22.18639,-16.9195,392.3402
16960,179,8951,121.14572,-40.212887,799.1394
16960,87,4365,175.06319,-47.7628,583.2965
16960,87,4380,100.51486,-45.72037,955.57837
16960,130,6529,106.31698,33.186916,578.08026
16963,40,2014,78.055145,-54.89221,568.7983
16963,199,9985,220.77911,111.593636,906.25934
16963,65,3258,75.58485,-39.799625,466.91867
16963,236,11850,196.04604,61.601414,791.71155
16901,105,5275,124.94588,-34.17411,679.7334
16901,94,4735,144.36482,-21.129522,816.2874
16950,128,6427,84.86834,4.4551125,57.27064
16950,41,2073,93.05783,19.367704,922.83167
16923,116,5836,86.8526,6.6140623,652.6125
16923,281,14076,174.3221,-70.49193,313.54477
16926,123,6158,232.42494,87.94515,606.71124
16929,32,1642,66.527115,-64.38623,886.1406
16929,27,1354,185.51683,-47.844376,178.80476
16929,108,5427,172.71077,-29.632309,261.04733
16929,45,2266,214.70857,45.273594,575.3433
16916,7,396,150.51212,-34.94461,834.1154
16916,40,2008,84.753044,-23.789371,755.5208
16916,56,2825,215.17372,0.49348804,968.74603
16994,85,4296,220.81822,-2.7863657,283.05267
16964,528,26419,76.56666,83.14868,432.77054
16932,51,2598,112.23568,35.786182,447.30597
16935,255,12790,131.02089,-41.25005,458.88132
16935,550,27518,144.71773,-24.3188,170.61661
16935,550,27532,202.87271,-29.264975,636.31885
16935,436,21831,33.755608,18.527813,193.39854
16952,128,6424,183.46802,46.587395,79.66291
16925,41,2081,93.721954,-27.26954,430.43216
16925,138,6906,141.94562,-51.609,143.10269
16944,181,9081,210.6188,-13.938724,438.3002
16944,150,7544,55.204235,54.387337,777.84186
16944,204,10209,177.69449,-80.57651,989.22
16947,274,13733,17.324272,71.45147,396.04138
16947,269,13491,228.1069,11.134365,323.83597
16947,139,6969,43.73103,-4.400379,910.6484
16942,234,11726,90.5743,-36.627514,62.818726
16910,87,4382,176.60995,-15.415836,931.66956
18502,81,4068,104.84135,-80.01755,506.78925
18508,278,13949,159.00836,-26.888655,334.51584
18527,424,21212,106.7854,-48.898064,408.43277
18527,474,23718,52.7896,41.028637,918.38794
18527,488,24423,184.92877,-86.463264,594.94165
18511,163,8167,242.70906,-40.067314,847.5154
18511,210,10506,12.95936,-79.72881,553.6925
18511,182,9122,86.465576,-13.929454,954.9307
18519,9,483,152.91998,-63.3631,93.64013
18514,552,27611,134.56522,50.710495,632.0571
18514,541,27076,85.52601,-15.275991,225.25471
18514,556,27843,143.76964,-12.64779,336.39355
18523,56,2811,77.63049,61.610176,740.44336
18526,46,2332,34.979572,-113.28693,398.3146
18574,283,14163,137.66357,63.295208,689.5485
18574,7,384,142.20859,-20.439531,792.1155
18577,258,12913,113.49144,12.209219,271.62238
18577,305,15262,105.866,99.87073,404.3676
18516,229,11481,233.12195,-62.157036,661.2938
18516,131,6591,168.69861,74.59815,576.6324
18516,525,26290,121.099304,-55.71563,936.1866
18516,346,17326,168.02104,-63.470295,869.9782
18516,391,19569,140.45657,-28.721071,615.18134
18516,510,25530,182.30557,53.00039,474.47504
18506,39,1983,122.00823,90.73058,761.2514
18506,76,3817,243.8516,88.41967,783.1916
18525,115,5762,189.36168,-29.087027,372.1486
18520,13,690,186.29424,-1.3606163,380.34195
18520,10,546,68.12137,-7.941995,420.49493
18595,77,3872,31.931562,81.746826,898.9037
18512,37,1895,135.53699,11.839986,102.75099
18512,193,9661,138.92657,61.378754,575.46906
18515,158,7941,146.90282,-110.218254,867.16656
18034,117,5854,151.40797,-55.369984,773.47925
18034,89,4497,210.94969,82.8707,858.8831
18005,69,3483,48.77512,16.876888,425.88712
18005,148,7409,167.64394,50.468647,218.28383
18005,44,2205,181.27538,-14.815106,548.486
18005,96,4805,68.97596,-84.172325,868.4286
18005,191,9586,200.96475,44.57826,861.55334
18008,92,4630,132.11482,35.70378,118.92783
18008,93,4690,223.6703,-18.516768,637.1445
18021,164,8202,32.20802,-52.402782,692.1761
18021,164,8206,145.10036,13.961737,30.542738
18021,465,23273,128.80247,0.63757706,696.7445
